"CODE" "PLOT" "BLOCK" "TREAT" "DATE" "SPEC" "SP_CODE" "LIFE.FORM" "NO_STEMS" "BASAL_A" "HEIGHT_M" "LEAVES" "TRUNK" "WEIGHT" "SURV" "WET..g." "DRY" "WATER" "DBH1" "DBH2" "DBH3" "DBH4" "DBH5" "DBH6" "DBH7" "DBH8" "DBH9" "DBH10" "DBH11" "DBH12" "DBH13" "DBH14" "DBH15" "DBH16" "DBH17" "DBH18" "DBH19" "DBH20" "DBH21" "DBH22" "DBH23" "DBH24" "DBH25" "DBH26" "DBH27" "DBH28" "DBH29" "DBH30" "DBH31" "DBH32" "DBH33" "DBH34" "DBH35" "DBH36" "DBH37" "DBH38" "DBH39" "DBH40" "DBH41" "DBH42" "DBH43" "DBH44" "DBH45" "DBH46" "DBH47"
"210" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "0.0362" NA "0.0362" "KM" 6.33 1.6 4.73 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"211" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Ficus copiosa" "FICUCP" "tree" 1 NA NA "0.11757" "0.08693" "0.2045" "KM" 28.35 6.88 21.47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"212" "WG3P3" "P3" "WG3" "CONTROL" "08/04/16" "Dendrocnide sp. 1" "DENDS1" "tree" NA NA NA "0.05758" "0.05667" "0.11425" "KM" 31.57 5.98 25.59 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"213" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Piptrus argenteus" "PIPTAR" "tree" 6 61.87 4.13 "13.02" "29.345" "42.365" "KM" 23.07 9.36 13.71 3.9 3.6 3.5 3.9 4.5 1.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"214" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 4 22.2 3.9 "2.485" "6.145" "8.63" "KM" 14.77 3.66 11.11 3.3 2.8 2.7 1.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"215" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Ficus copiosa" "FICUCP" "tree" 1 1.77 3.5 "0.295" "0.46" "0.755" "KM" 28.96 8.77 20.19 1.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"216" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Ficus congesta" "FICUCO" "tree" 1 2.84 4 "0.59" "0.855" "1.445" "KM" 21.52 7.6 13.92 1.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"217" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "9.67" NA "9.67" "KM" 18.11 2.31 15.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"218" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "7.875" NA "7.875" "KM" 12.01 3.45 8.56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"219" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "5.8" NA "5.8" "KM" 13.74 2.6 11.14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"220" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "1.45" NA "1.45" "KM" 14.45 1.43 13.02 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"221" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.655" NA "0.655" "KM" 22.33 2.54 19.79 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"222" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Hamalantus novoguinensis" "HAMANO" "tree" 1 1.13 3 "0.02502" "0.13257" "0.15759" "KM" 17.23 3.13 14.1 1.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"223" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Ipomea batata" "IPOMBA" "vine" NA NA NA "0.16896" NA "0.16896" "KM" 11.05 0.74 10.31 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"224" "WG3P4" "P4" "WG3" "FUNGICIDE" "07/30/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "0.06959" NA "0.06959" "KM" 4.11 0.78 3.33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"225" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Piptrus argenteus" "PIPTAR" "tree" 20 122.76 3.6 "15.601" "55.835" "71.436" "KM" 23.68 6.4 17.28 3.7 2 3.4 3.5 4.3 1.6 2 2.8 2.6 3 3.4 2.6 1.2 2.7 2.2 2.7 3.2 1.6 2.4 2.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"226" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 13 46.52 3.42 "3.355" "12.48" "15.835" "KM" 19.24 NA NA 1.3 1.3 1.5 2.8 2.5 2.5 3.1 2.5 2 1.8 2.6 1.4 1.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"227" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Macaranga bifoveata" "MACABI" "tree" 2 2.28 2.4 "0.395" "0.315" "0.71" "KM" 18.02 6.38 11.64 1.3 1.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"228" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Piper aduncum" "PIPEAD" "tree" 1 0.95 2.2 "0.36" "0.37" "0.73" "KM" 21.09 2.45 18.64 1.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"229" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Ficus pachyrrachis" "FICUPA" "tree" 1 2.54 2 "0.23" "0.235" "0.465" "KM" 31.37 7.23 24.14 1.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"230" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Manihot esculenta" "MANIES" "tree" 1 5.31 5.2 "0.765" "3.405" "4.17" "KM" 7.92 1.6 6.32 2.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"231" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Artocarpus communis" "ARTOCO" "tree" 1 NA NA "0.0102" "0.0178" "0.028" "KM" 6.99 1.46 5.53 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"232" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.12709" "0.19066" "0.31775" "KM" 22.88 3.3 19.58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"233" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA "0.29" NA "0.29" "KM" 3.65 0.84 2.81 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"234" "WG3P6" "P6" "WG3" "PREDATOR" "08/01/16" "Solanum sp. 1" "SOLAS1" "herb" NA NA NA "0.00721" "0.04551" "0.05272" "KM" 4.3 0.62 3.68 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"235" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Piptrus argenteus" "PIPTAR" "tree" 12 144.49 3.83 "32.18" "76.915" "109.095" "KM" 19.74 5.88 13.86 6.7 4.1 5.1 1.3 1.3 5.3 1.2 2.5 1.1 1.7 2.6 6.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"236" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "4.485" NA "4.485" "KM" 14.33 1.17 13.16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"237" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Breynia cernua" "BREYCE" "shrub" 1 NA NA "0.0079" "0.235" "0.2429" "KM" 1.89 0.21 1.68 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"238" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Ipomea batata" "IPOMBA" "vine" NA NA NA "2.76" NA "2.76" "KM" 20.46 1.7 18.76 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"239" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Sorghum propinquum" "SORGPR" "grass" NA NA NA "1.51" "5.105" "6.615" "KM" 9.95 2.95 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"240" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "1.155" NA "1.155" "KM" 9.12 1.6 7.52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"241" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Ficus copiosa" "FICUCP" "tree" 4 12.04 2.68 "1.1" "3.71" "4.81" "KM" 24.31 7.69 16.62 1.4 1.9 2.4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"242" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "3.995" NA "3.995" "KM" 5.02 1.28 3.74 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"243" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Piper aduncum" "PIPEAD" "tree" 1 NA NA "0.1167" "0.11226" "0.22896" "KM" 19.54 2.76 16.78 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"244" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.05181" "0.07532" "0.12713" "KM" 22.94 3.49 19.45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"245" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Stachytarpheta urticaefolia" "STACUR" "herb" NA NA NA "0.08408" "0.04459" "0.12867" "KM" 14.51 2.52 11.99 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"246" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Hornstedtia lycostoma" "HORNLY" "herb" NA NA NA "0.04624" "0.11163" "0.15787" "KM" 20.07 5.04 15.03 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"247" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Trichospermum pleiostigma" "TRICPL" "tree" 1 NA NA "0.0316" "0.06737" "0.09897" "KM" 12.34 2.83 9.51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"248" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Dendrocnide longifolia" "DENDLO" "tree" 1 NA NA "0.06032" "0.03486" "0.09518" "KM" 23.24 4.3 18.94 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"249" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.11357" NA "0.11357" "KM" 13.83 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"250" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Tournefortia sarmentosa" "TOURSA" "shrub" NA NA NA "0.03106" NA "0.03106" "KM" 13.48 2.92 10.56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"251" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Sphaerostephanos altallus" "SPHAAL" "fern" NA NA NA "0.1367" NA "0.1367" "KM" 8.84 1.47 7.37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"252" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Uncaria lanosa" "UNCALA" "vine" NA NA NA "0.02334" NA "0.02334" "KM" 9.69 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"253" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Marsdenia velutina" "MARSVE" "vine" NA NA NA "0.01923" NA "0.01923" "KM" 5.43 0.81 4.62 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"254" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Cyperus rotundus" "CYPHRO" "sedge" NA NA NA "0.06399" NA "0.06399" "KM" 5.01 0.92 4.09 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"255" "WG3P5" "P5" "WG3" "INSECTICIDE" "08/02/16" "Breynia cernua" "BREYCE" "sedge" NA NA NA "0.0026" NA "0.0026" "KM" 1.32 0.21 1.11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"256" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Melochia sp. 1" "MELOS1" "tree" 37 373.47 4.83 "31.395" "97.575" "128.97" "KM" 22.25 7.91 14.34 2.5 4.8 1.5 1.2 6.2 1.4 1.8 2.3 3.7 3.1 3.3 2.1 3.2 3.1 1.7 3.2 5.7 3.8 4.1 1.9 7.2 5.6 2.1 3.4 3 5.1 1.9 3.5 5.5 2.2 1.9 2.6 2.4 5.2 1.8 3.5 3.3 NA NA NA NA NA NA NA NA NA NA
"257" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 10 47.74 4.79 "3.1" "12.25" "15.35" "KM" 18.63 3.82 14.81 2.7 1.9 2.8 1.5 2.8 2 1.7 4.5 1.5 1.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"258" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Macaranga tanarius" "MACATA" "tree" 2 6.17 3.15 "1.455" "1.76" "3.215" "KM" 17.25 7.26 9.99 1.6 2.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"259" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Trichospermum pleiostigma" "TRICPL" "tree" 1 2.01 2.4 "0.27" "0.62" "0.89" "KM" 17.85 5.77 12.08 1.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"260" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Manihot esculenta" "MANIES" "tree" 1 3.8 3.3 "0.36" "1.445" "1.805" "KM" 14.15 3.66 10.49 2.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"261" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.96" "0.35" "1.31" "KM" 22.62 3.71 18.91 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"262" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Dracontomelon lanceolatum" "DRACDA" "tree" 1 NA NA "0.06472" "0.0555" "0.12022" "KM" 17.9 4.66 13.24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"263" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "0.5" NA "0.5" "KM" 11.29 2.86 8.43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"264" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Cucurbita sp. 1" "CUCUS1" "herb" NA NA NA "2.54" NA "2.54" "KM" 34.49 4.6 29.89 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"265" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Parsonia sp. 1" "PARSS1" "vine" NA NA NA "0.365" NA "0.365" "KM" 19.04 6.79 12.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"266" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Ficus congesta" "FICUCO" "tree" 1 NA NA "0.00441" NA "0.00441" "KM" 1.6 0.48 1.12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"267" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Hamalantus novoguinensis" "HAMANO" "tree" 1 NA NA "0.00682" NA "0.00682" "KM" 4.69 1.28 3.41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"268" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Passiflora foetida" "PASSFO" "vine" NA NA NA "0.01707" NA "0.01707" "KM" 7.16 1.36 5.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"269" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Stemona papuana" "STEMPA" "vine" NA NA NA "0.06835" NA "0.06835" "KM" 11.32 3.29 8.03 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"270" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Dracena angustifolia" "DRACAN" "sedge" NA NA NA "0.05869" NA "0.05869" "KM" 8.91 1.74 7.17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"271" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Guioa comesperma" "GUIOCO" "tree" 1 NA NA "0.031" NA "0.031" "KM" 0.43 0.18 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"272" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA "0.0453" NA "0.0453" "KM" 1.83 0.58 1.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"273" "WG4P1" "P1" "WG4" "CONTROL" "07/27/16" "Abrus precatorius" "ABRUPR" "vine" NA NA NA "0.04035" NA "0.04035" "KM" 2.63 1.12 1.51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"274" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 2 14.91 3.7 "1.89" "5.6" "7.49" "KM" 18.18 5.41 12.77 3.7 2.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"275" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Melochia sp. 1" "MELOS1" "tree" 3 22.56 3.27 "3.62" "6.76" "10.38" "KM" 12.52 4.04 8.48 4.2 2.8 1.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"276" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Trichospermum pleiostigma" "TRICPL" "tree" 4 13.27 3.33 "17.02" "5.78" "22.8" "KM" 17.02 5.78 11.24 2.2 1.2 1 3.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"277" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Piptrus argenteus" "PIPTAR" "tree" 2 7.45 2.75 "4.285" "4.505" "8.79" "KM" 19.57 6.88 12.69 2.5 1.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"278" "WG4P2" "P2" "WG4" "PREDATOR" "07/26/16" "Hamalantus novoguinensis" "HAMANO" "tree" 1 2.27 2.3 "0.49" "0.495" "0.985" "KM" 30.45 10.88 19.57 1.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
